country_name	country_iso2	week	category	weekly_rank	show_title	season_title	cumulative_weeks_in_top_10
Argentina	AR	2021-10-24	TV	2	Maid	Maid: Limited Series	4
Argentina	AR	2021-10-24	TV	3	Squid Game	Squid Game: Season 1	6
Argentina	AR	2021-10-24	TV	4	My Name	My Name: Season 1	2
Argentina	AR	2021-10-24	TV	5	The Five Juanas	The Five Juanas: Season 1	3
Argentina	AR	2021-10-24	TV	6	You	You: Season 1	1
Argentina	AR	2021-10-24	TV	7	Grey's Anatomy	Grey's Anatomy: Season 17	4
Argentina	AR	2021-10-24	TV	8	The Chestnut Man	The Chestnut Man: Season 1	4
Argentina	AR	2021-10-24	TV	9	You	You: Season 2	1
Argentina	AR	2021-10-24	TV	10	Pasión de Gavilanes	Pasión de Gavilanes: Season 1	17
Argentina	AR	2021-10-17	Films	1	Venom	N/A	2
Argentina	AR	2021-10-17	Films	2	The Forgotten Battle	N/A	1
Argentina	AR	2021-10-17	Films	3	My Brother, My Sister	N/A	1
Argentina	AR	2021-10-17	Films	4	Ma	N/A	2
Argentina	AR	2021-10-17	Films	5	The Guilty	N/A	3
Argentina	AR	2021-10-17	Films	6	Fever Dream	N/A	1
Argentina	AR	2021-10-17	Films	7	Redemption	N/A	1
Argentina	AR	2021-10-17	Films	8	Security	N/A	1
Argentina	AR	2021-10-17	Films	9	Grudge	N/A	1
Argentina	AR	2021-10-17	Films	10	There's Someone Inside Your House	N/A	2
Argentina	AR	2021-10-17	TV	1	Squid Game	Squid Game: Season 1	5
Argentina	AR	2021-10-17	TV	2	Maid	Maid: Limited Series	3
Argentina	AR	2021-10-17	TV	3	The Five Juanas	The Five Juanas: Season 1	2
Argentina	AR	2021-10-17	TV	4	You	You: Season 3	1
Argentina	AR	2021-10-17	TV	5	Grey's Anatomy	Grey's Anatomy: Season 17	3
Argentina	AR	2021-10-17	TV	6	The Chestnut Man	The Chestnut Man: Season 1	3
Argentina	AR	2021-10-17	TV	7	Sex Education	Sex Education: Season 3	5
Argentina	AR	2021-10-17	TV	8	My Name	My Name: Season 1	1
Argentina	AR	2021-10-17	TV	9	PAW Patrol	PAW Patrol: Season 6	2
Argentina	AR	2021-10-17	TV	10	Pasión de Gavilanes	Pasión de Gavilanes: Season 1	16
Argentina	AR	2021-10-10	Films	1	The Guilty	N/A	2
Argentina	AR	2021-10-10	Films	2	Venom	N/A	1
Argentina	AR	2021-10-10	Films	3	There's Someone Inside Your House	N/A	1
Argentina	AR	2021-10-10	Films	4	Ma	N/A	1
Argentina	AR	2021-10-10	Films	5	Heat	N/A	1
Argentina	AR	2021-10-10	Films	6	Friendzone	N/A	2
Argentina	AR	2021-10-10	Films	7	My Little Pony: A New Generation	N/A	3
Argentina	AR	2021-10-10	Films	8	The Mask of Zorro	N/A	1
Argentina	AR	2021-10-10	Films	9	Nights in Rodanthe	N/A	1
Argentina	AR	2021-10-10	Films	10	Love & Other Drugs	N/A	1
Argentina	AR	2021-10-10	TV	1	Squid Game	Squid Game: Season 1	4
Argentina	AR	2021-10-10	TV	2	Maid	Maid: Limited Series	2
Argentina	AR	2021-10-10	TV	3	Grey's Anatomy	Grey's Anatomy: Season 17	2
Argentina	AR	2021-10-10	TV	4	The Five Juanas	The Five Juanas: Season 1	1
Argentina	AR	2021-10-10	TV	5	The Chestnut Man	The Chestnut Man: Season 1	2
Argentina	AR	2021-10-10	TV	6	Sex Education	Sex Education: Season 3	4
Argentina	AR	2021-10-10	TV	7	PAW Patrol	PAW Patrol: Season 6	1
Argentina	AR	2021-10-10	TV	8	Midnight Mass	Midnight Mass: Limited Series	3
Argentina	AR	2021-10-10	TV	9	Pasión de Gavilanes	Pasión de Gavilanes: Season 1	15
Argentina	AR	2021-10-10	TV	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	13
Argentina	AR	2021-10-03	Films	1	The Guilty	N/A	1
Argentina	AR	2021-10-03	Films	2	The Starling	N/A	2
Argentina	AR	2021-10-03	Films	3	My Little Pony: A New Generation	N/A	2
Argentina	AR	2021-10-03	Films	4	No One Gets Out Alive	N/A	1
Argentina	AR	2021-10-03	Films	5	Sounds Like Love	N/A	1
Argentina	AR	2021-10-03	Films	6	The Marksman	N/A	3
Argentina	AR	2021-10-03	Films	7	Britney Vs Spears	N/A	1
Argentina	AR	2021-10-03	Films	8	Friendzone	N/A	1
Argentina	AR	2021-10-03	Films	9	Intrusion	N/A	2
Argentina	AR	2021-10-03	Films	10	The Equalizer 2	N/A	4
Argentina	AR	2021-10-03	TV	1	Squid Game	Squid Game: Season 1	3
Argentina	AR	2021-10-03	TV	2	Sex Education	Sex Education: Season 3	3
Argentina	AR	2021-10-03	TV	3	The Chestnut Man	The Chestnut Man: Season 1	1
Argentina	AR	2021-10-03	TV	4	Maid	Maid: Limited Series	1
Argentina	AR	2021-10-03	TV	5	Grey's Anatomy	Grey's Anatomy: Season 17	1
Argentina	AR	2021-10-03	TV	6	Midnight Mass	Midnight Mass: Limited Series	2
Argentina	AR	2021-10-03	TV	7	Ganglands	Ganglands: Season 1	1
Argentina	AR	2021-10-03	TV	8	Alice in Borderland	Alice in Borderland: Season 1	1
Argentina	AR	2021-10-03	TV	9	Pasión de Gavilanes	Pasión de Gavilanes: Season 1	14
Argentina	AR	2021-10-03	TV	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	12
Argentina	AR	2021-09-26	Films	1	Intrusion	N/A	1
Argentina	AR	2021-09-26	Films	2	The Marksman	N/A	2
Argentina	AR	2021-09-26	Films	3	The Father Who Moves Mountains	N/A	2
Argentina	AR	2021-09-26	Films	4	The Starling	N/A	1
Argentina	AR	2021-09-26	Films	5	The Equalizer 2	N/A	3
Argentina	AR	2021-09-26	Films	6	The Stronghold	N/A	2
Argentina	AR	2021-09-26	Films	7	Man on Fire	N/A	2
Argentina	AR	2021-09-26	Films	8	My Little Pony: A New Generation	N/A	1
Argentina	AR	2021-09-26	Films	9	First Kill	N/A	2
Argentina	AR	2021-09-26	Films	10	Schumacher	N/A	2
Argentina	AR	2021-09-26	TV	1	Squid Game	Squid Game: Season 1	2
Argentina	AR	2021-09-26	TV	2	Sex Education	Sex Education: Season 3	2
Argentina	AR	2021-09-26	TV	3	Sex Education	Sex Education: Season 1	1
Argentina	AR	2021-09-26	TV	4	Midnight Mass	Midnight Mass: Limited Series	1
Argentina	AR	2021-09-26	TV	5	Lucifer	Lucifer: Season 6	3
Argentina	AR	2021-09-26	TV	6	The Snitch Cartel: Origins	The Snitch Cartel: Origins: Season 1	9
Argentina	AR	2021-09-26	TV	7	Money Heist	Money Heist: Part 5	4
